"PK_MEDICATION_ID","SIMPLE_GENERIC_NAME","GENERIC_NAME","THERAPEUTIC_CLASS","PHARMACY_CLASS","PHARMACY_SUBCLASS","AMOUNT","FORM","FK_ROUTE_ID","CONTROLLED_MED_YN","DEA_CLASS","RECORD_STATE","SOURCE_LAST_UPDATE_DATE","SOURCE_CODE","FULL_NAME","SOURCE_ORIG_ID","FK_3M_NCID_ID","MEDICATION_COUNT"
81861,"Lovastatin","Lovastatin Tab 10 MG","Cardiovascular Agents","Antihyperlipidemic","HMG CoA Reductase Inhibitors","10 MG","Tab",8437,0,NA,NA,NA,"EPIC","LOVASTATIN 10 MG PO TABS","28392",3000271631,2204
81895,NA,NA,NA,"Medication",NA,NA,NA,NA,NA,NA,"Deleted",2010-07-28 07:50:44,"SCM",".Atorvastatin Tablet 20 mg","6000001568073001",15571541,10904
84095,"Octreotide Acetate","Octreotide Acetate For IM Inj Kit 10 MG","Endocrine & Metabolic Drugs","Misc. endocrine","Somatostatic Agents","10 MG","Kit",8432,0,NA,NA,NA,"EPIC","SANDOSTATIN LAR DEPOT 10 MG IM KIT","28631",15174442,15
84108,NA,NA,NA,"Medication",NA,NA,NA,NA,NA,NA,"Deleted",2010-07-28 11:17:57,"SCM",".Imipenem & Cilastatin Inj (*neo)","6000001782073001",15585818,6
4895035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-01-11 00:15:00,"SCM","nystatin topical 100000 units/g powder","--NYSTATIN TOPICAL 100000 UNITS/G POWDER",3000264517,3
4897025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-06-30 00:15:00,"SCM","simvastatin oral tablet","--SIMVASTATIN ORAL TABLET",15163220,3
80738,"Nystatin","Nystatin Susp 100000 Unit/ML","Topical Products","Mouth & throat (local)","Anti-infectives - Throat",NA,"Suspension",8436,0,NA,"Deleted",NA,"EPIC","MYCOSTATIN MT SUSP","26574",15600502,16
80287,"Simvastatin","Simvastatin Tab 80 MG","Cardiovascular Agents","Antihyperlipidemic","HMG CoA Reductase Inhibitors","80 MG","Tab",8437,0,NA,NA,NA,"EPIC","SIMVASTATIN 80 MG PO TABS","26141",3000475951,8659
80288,"Simvastatin","Simvastatin Tab 80 MG","Cardiovascular Agents","Antihyperlipidemic","HMG CoA Reductase Inhibitors","80 MG","Tab",8437,0,NA,NA,NA,"EPIC","ZOCOR 80 MG PO TABS","26144",3000475951,2422
2138862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-02-14 15:05:31,"SCM","Crestor 20 mg oral tablet","--CRESTOR 20 MG ORAL TABLET",NA,133
79373,"Imipenem-Cilastatin","Imipenem-Cilastatin Intravenous For Soln 250 MG","Anti-Infective Agents","Misc. antiinfectives","Carbapenems","250 MG","Recon Soln",8438,0,NA,NA,NA,"EPIC","IMIPENEM-CILASTATIN 250 MG IV SOLR","26263",16433178,11
79408,"Nystatin","Nystatin (Bulk) Powder","Miscellaneous Products","Chemicals","Bulk Chemicals - N's",NA,"Powder",8446,0,NA,"Deleted",NA,"EPIC","NYSTATIN DOMESTIC POWD","26368",16402333,79
75753,NA,NA,NA,"Medication",NA,NA,NA,NA,NA,NA,"Deleted",2010-07-28 14:25:57,"SCM",".Pravastatin Tablet 40 mg","5000001926073001",15571529,1829
5188022,"ezetimibe-simvastatin","ezetimibe-simvastatin 10 mg-20 mg tablet",NA,NA,NA,"10 mg-20 mg","tablet",10700,NA,NA,"Active",2012-12-31 00:15:00,"SCM","ezetimibe-simvastatin 10 mg-20 mg tablet","148-5021-EZETIMIBE-SIMVASTATIN 10 MG-20 MG TABLET",3000561661,14
5220025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-05-15 00:15:00,"SCM","Simvastatin 40 mg or tabs, 1 tab by mouth daily after dinner","--SIMVASTATIN 40 MG OR TABS, 1 TAB BY MOUTH DAILY AFTER DINNER",NA,2
76684,NA,NA,NA,"Medication",NA,NA,NA,NA,NA,NA,"Deleted",2010-07-28 13:24:16,"SCM",".Ezetimibe-Simvastatin Tablet","6000004363073001",15125428,86
87518,NA,NA,NA,"Medication",NA,NA,NA,NA,NA,NA,"Deleted",2010-07-28 14:25:47,"SCM",".Pravastatin Tablet","6000004876073001",15592554,1331
87639,"Pravastatin Sodium","Pravastatin Sodium Tab 10 MG","Cardiovascular Agents","Antihyperlipidemic","HMG CoA Reductase Inhibitors","10 MG","Tab",8437,0,NA,NA,NA,"EPIC","PRAVASTATIN SODIUM 10 MG PO TABS","30191",3000271685,7462
2136858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-10-30 08:24:44,"SCM","crestor","--CRESTOR",NA,98
2136860,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-05-26 00:15:00,"SCM","crestor 5 daily","--CRESTOR 5 DAILY",NA,2
2138863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-12-31 00:15:01,"SCM","Crestor 5 mg oral tablet","--CRESTOR 5 MG ORAL TABLET",15573240,113
2135870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-11-20 00:15:01,"SCM","Crestor daily","--CRESTOR DAILY",NA,2
2139851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-01-06 00:15:00,"SCM","crestor 20mg","--CRESTOR 20MG",NA,6
89316,"Pravastatin Sodium","Pravastatin Sodium Tab 40 MG","Cardiovascular Agents","Antihyperlipidemic","HMG CoA Reductase Inhibitors","40 MG","Tab",8437,0,NA,NA,NA,"EPIC","PRAVASTATIN SODIUM 40 MG PO TABS","30193",3000275806,24029
2141892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010-12-24 12:41:51,"SCM","Crestor tablet 20 mg","--CRESTOR TABLET 20 MG",NA,3
88879,"Simvastatin","Simvastatin Tab 10 MG","Cardiovascular Agents","Antihyperlipidemic","HMG CoA Reductase Inhibitors","10 MG","Tab",8437,0,NA,NA,NA,"EPIC","SIMVASTATIN 10 MG PO TABS","30825",3000271892,20177
88880,"Simvastatin","Simvastatin Tab 5 MG","Cardiovascular Agents","Antihyperlipidemic","HMG CoA Reductase Inhibitors","5 MG","Tab",8437,0,NA,NA,NA,"EPIC","SIMVASTATIN 5 MG PO TABS","30828",3000271891,2434
5310019,"fluvastatin","fluvastatin 40 mg capsule",NA,NA,NA,"40 mg","capsule",10700,NA,NA,"Active",2012-09-12 00:15:00,"SCM","Lescol 40 mg capsule","442-5712-LESCOL 40 MG CAPSULE",3000276744,2
2142857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-05-01 10:25:17,"SCM","Crestor 40 mg oral tablet","--CRESTOR 40 MG ORAL TABLET",NA,80
88053,"Pravastatin Sodium","Pravastatin Sodium Tab 20 MG","Cardiovascular Agents","Antihyperlipidemic","HMG CoA Reductase Inhibitors","20 MG","Tab",8437,0,NA,NA,NA,"EPIC","PRAVASTATIN SODIUM 20 MG PO TABS","30192",3000271686,17985
2143152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-06-10 22:29:18,"SCM","lovastatin","--LOVASTATIN",3000252825,47
2143154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010-10-15 00:15:00,"SCM","lovastatin tablet 40 mg","--LOVASTATIN TABLET 40 MG",3000263752,2
2145054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-08-25 00:15:00,"SCM","Lescol 20 mg oral capsule","--LESCOL 20 MG ORAL CAPSULE",3000276743,6
2143112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-05-27 00:15:00,"SCM","Lipitor 20 mg oral tablet","--LIPITOR 20 MG ORAL TABLET",15571541,244
2143113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-12-05 00:15:00,"SCM","Lipitor 40 mg oral tablet","--LIPITOR 40 MG ORAL TABLET",15571540,257
2143114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-02-24 21:50:17,"SCM","lipitor 40mg once aday","--LIPITOR 40MG ONCE ADAY",NA,2
2143116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-02-24 21:50:17,"SCM","Lipitor tablet 20 mg","--LIPITOR TABLET 20 MG",15571541,2
82923,"Octreotide Acetate","Octreotide Acetate For IM Inj Kit 20 MG","Endocrine & Metabolic Drugs","Misc. endocrine","Somatostatic Agents","20 MG","Kit",8432,0,NA,NA,NA,"EPIC","SANDOSTATIN LAR DEPOT 20 MG IM KIT","28632",15174442,75
2147098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-02-24 21:50:17,"SCM","lipitor 10 daily","--LIPITOR 10 DAILY",NA,2
2147100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-09-15 00:15:00,"SCM","lipitor 10mg PO daily","--LIPITOR 10MG PO DAILY",NA,5
2147103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-07-07 00:15:00,"SCM","lipitor 80 mg","--LIPITOR 80 MG",15172420,3
85339,"Neomycin-Gramicidin-Nystatin-Triamcinolone",NA,"Topical Products","Dermatological","Antibiotics - Topical",NA,"Ointment",8429,0,NA,"Deleted",NA,"EPIC","NEO-GRAM-NYSTATIN-TRIAM OINT   EX","28965",16433957,2
2143047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-02-24 21:50:17,"SCM","Lescol","--LESCOL",3000256366,10
2150109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-09-06 00:15:00,"SCM","Lipitor 80 mg oral tablet daily","--LIPITOR 80 MG ORAL TABLET DAILY",NA,2
2150110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-02-24 21:50:17,"SCM","Lipitor tablet","--LIPITOR TABLET",15457129,2
2146105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-01-23 00:15:01,"SCM","lipitor 10mg","--LIPITOR 10MG",3000284908,5
2146107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010-05-27 00:15:00,"SCM","Lipitor 20 mg qHS","--LIPITOR 20 MG QHS",NA,2
2146110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-04-09 00:15:00,"SCM","lipitor 80mg","--LIPITOR 80MG",3000515431,3
87161,NA,NA,NA,"Medication",NA,NA,NA,NA,NA,NA,"Deleted",2014-02-21 21:45:14,"SCM",".Amlodipine Tablet","6000004290073001",15589351,5727
2144112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-01-05 00:15:00,"SCM","lipitor 20 mg","--LIPITOR 20 MG",3000284909,4
2144114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009-08-21 00:15:00,"SCM","lipitor 40 mg. orally daily","--LIPITOR 40 MG. ORALLY DAILY",NA,2
84210,NA,NA,NA,"Medication",NA,NA,NA,NA,NA,NA,"Deleted",2010-07-28 14:24:42,"SCM",".Nystatin Susp 500,000 units / 5 mL","6000001884073001",16402332,3278
2148104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-02-24 21:50:17,"SCM","Lipit","--LIPIT",NA,4
2148108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-04-20 00:15:00,"SCM","lipitor 20mg","--LIPITOR 20MG",3000284909,3
2148110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-11-30 11:07:36,"SCM","Lipitor 80 mg oral tablet","--LIPITOR 80 MG ORAL TABLET",3000515431,150
82845,"Lovastatin","Lovastatin Tab 20 MG","Cardiovascular Agents","Antihyperlipidemic","HMG CoA Reductase Inhibitors","20 MG","Tab",8437,0,NA,NA,NA,"EPIC","LOVASTATIN 20 MG PO TABS","28393",3000263751,6374
2149106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-06-02 00:15:00,"SCM","lipito","--LIPITO",NA,4
2149110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-02-24 21:50:17,"SCM","lipitor 40 daily","--LIPITOR 40 DAILY",NA,3
2149113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010-09-03 00:15:00,"SCM","Lipitor tablet 10 mg","--LIPITOR TABLET 10 MG",15571542,2
83800,"Lovastatin","Lovastatin Tab 40 MG","Cardiovascular Agents","Antihyperlipidemic","HMG CoA Reductase Inhibitors","40 MG","Tab",8437,0,NA,NA,NA,"EPIC","LOVASTATIN 40 MG PO TABS","28394",3000263752,7634
83878,"Octreotide Acetate","Octreotide Acetate For IM Inj Kit 30 MG","Endocrine & Metabolic Drugs","Misc. endocrine","Somatostatic Agents","30 MG","Kit",8432,0,NA,NA,NA,"EPIC","SANDOSTATIN LAR DEPOT 30 MG IM KIT","28633",15174442,117
84419,"Neomycin-Gramicidin-Nystatin-Triamcinolone",NA,"Topical Products","Dermatological","Antibiotics - Topical",NA,"Cream",8429,0,NA,"Deleted",NA,"EPIC","NEO-GRAM-NYSTATIN-TRIAM CREA   EX","28964",16433956,10
84650,"Nystatin-Triamcinolone","Nystatin-Triamcinolone Oint 100000-0.1 Unit/GM-%","Topical Products","Dermatological","Antifungals - Topical",NA,"Ointment",8429,0,NA,"Deleted",NA,"EPIC","NYSTATIN-TRIAMCINOLONE OINT   EX","29199",15597119,46
2147141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-02-22 00:15:00,"SCM","lovastatin 20 mg oral tablet","--LOVASTATIN 20 MG ORAL TABLET",3000263751,73
2150148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-04-15 00:15:00,"SCM","lovastatin 80 mg oral tablet","--LOVASTATIN 80 MG ORAL TABLET",3000537557,3
96510,"Calcium-Magnesium","Calcium w/ Magnesium Cap 70-83.5 MG","Nutritional Products","Minerals & electrolytes","Calcium","70-83.5 MG","Cap",8437,0,NA,"Deleted",NA,"EPIC","CAL-MAG/CHELA-MAX 70-83.5 MG PO CAPS","33266",3000504709,2
89834,"Simvastatin","Simvastatin Tab 20 MG","Cardiovascular Agents","Antihyperlipidemic","HMG CoA Reductase Inhibitors","20 MG","Tab",8437,0,NA,NA,NA,"EPIC","SIMVASTATIN 20 MG PO TABS","30826",3000271893,53315
93031,"Cerivastatin Sodium",NA,"Cardiovascular Agents","Antihyperlipidemic","HMG CoA Reductase Inhibitors","0.4 MG","Tab",8437,0,NA,"Deleted",NA,"EPIC","BAYCOL 0.4 MG OR TABS","31131",3000502570,141
90622,"Simvastatin","Simvastatin Tab 40 MG","Cardiovascular Agents","Antihyperlipidemic","HMG CoA Reductase Inhibitors","40 MG","Tab",8437,0,NA,NA,NA,"EPIC","SIMVASTATIN 40 MG PO TABS","30827",3000271894,43984
5167019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-01-20 00:15:00,"SCM","lovastatin 40 mg oral tablet, extended release","--LOVASTATIN 40 MG ORAL TABLET, EXTENDED RELEASE",15503431,5
102099,"Nystatin","Nystatin (Bulk) Powder","Topical Products","Dermatological","Antifungals - Topical","4.4 MU/GM","Powder",8446,0,NA,"Deleted",NA,"EPIC","NYSTATIN 4.4 MU/GM POWD","35271",16402333,36
98206,"Fluvastatin Sodium","Fluvastatin Sodium Cap 40 MG (Base Equivalent)","Cardiovascular Agents","Antihyperlipidemic","HMG CoA Reductase Inhibitors","40 MG","Cap",8437,0,NA,"Deleted",NA,"EPIC","LESCOL 40 MG PO CAPS","33802",3000276744,652
97739,"Nystatin","Nystatin Oral Powder","Anti-Infective Agents","Antifungals","Antifungals",NA,"Powder",8437,0,NA,"Deleted",NA,"EPIC","NYSTATIN PO POWD","34342",16531966,215
96813,"Fluvastatin Sodium","Fluvastatin Sodium Cap 40 MG (Base Equivalent)","Cardiovascular Agents","Antihyperlipidemic","HMG CoA Reductase Inhibitors","40 MG","Cap",8437,0,NA,NA,NA,"EPIC","FLUVASTATIN SODIUM 40 MG PO CAPS","33584",3000276744,223
97251,"Fluvastatin Sodium","Fluvastatin Sodium Cap 20 MG (Base Equivalent)","Cardiovascular Agents","Antihyperlipidemic","HMG CoA Reductase Inhibitors","20 MG","Cap",8437,0,NA,NA,NA,"EPIC","LESCOL 20 MG PO CAPS","33801",3000276743,656
98134,"Fluvastatin Sodium","Fluvastatin Sodium Cap 20 MG (Base Equivalent)","Cardiovascular Agents","Antihyperlipidemic","HMG CoA Reductase Inhibitors","20 MG","Cap",8437,0,NA,NA,NA,"EPIC","FLUVASTATIN SODIUM 20 MG PO CAPS","33583",3000276743,327
107271,NA,NA,NA,"Medication",NA,NA,NA,NA,NA,NA,"Deleted",2010-08-16 13:48:11,"SCM",".Nystatin Ointment *neo","7000004442073001",15597110,109
109275,NA,NA,NA,"Medication",NA,NA,NA,NA,NA,NA,"Deleted",2010-08-16 13:48:23,"SCM",".Nystatin Oral Suspension *neo","9000004442073001",15600502,51
5118019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-11-02 00:15:00,"SCM","Crestor 5 mg oral daily","--CRESTOR 5 MG ORAL DAILY",NA,2
105107,"Nystatin","Nystatin Oral Powder","Anti-Infective Agents","Antifungals","Antifungals",NA,"Powder",8437,0,NA,NA,NA,"EPIC","BIO-STATIN PO POWD","36343",16531966,3
104664,"Nystatin","Nystatin Oral Powder","Anti-Infective Agents","Antifungals","Antifungals",NA,"Recon Susp",8437,0,NA,"Deleted",NA,"EPIC","NYSTATIN SUSR   OR","36342",16531966,71
2146333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-02-29 12:48:24,"SCM","Mevacor 40 mg oral tablet","--MEVACOR 40 MG ORAL TABLET",3000263752,4
108023,NA,NA,NA,"Medication",NA,NA,NA,NA,NA,NA,"Deleted",2010-07-28 14:24:57,"SCM",".Nystatin Tablet 500,000Unit","8000001884073001",3000266700,49
106690,NA,NA,NA,"Medication",NA,NA,NA,NA,NA,NA,"Deleted",2014-02-21 21:45:14,"SCM",".Simvastatin Tablet","8000004880073001",15163220,9260
104182,NA,NA,NA,"Medication",NA,NA,NA,NA,NA,NA,"Deleted",2010-07-28 14:24:50,"SCM",".Nystatin Suspension, 100,000 units/mL","7000001884073001",16402332,2931
117383,"Nystatin","Nystatin Cap 500000 Unit","Anti-Infective Agents","Antifungals","Antifungals","500000 units","Cap",8437,0,NA,NA,NA,"EPIC","NYSTATIN 500000 UNITS PO CAPS","40500",3000266691,123
115935,"Nystatin","Nystatin Cap 1000000 Unit","Anti-Infective Agents","Antifungals","Antifungals","1000000 units","Cap",8437,0,NA,NA,NA,"EPIC","NYSTATIN 1000000 UNITS PO CAPS","41383",3000266689,138
115936,"Nystatin","Nystatin Cap 1000000 Unit","Anti-Infective Agents","Antifungals","Antifungals","1000000 units","Cap",8437,0,NA,NA,NA,"EPIC","BIO-STATIN 1000000 UNITS PO CAPS","41386",3000266689,6
5395029,"nystatin topical","nystatin topical 100000 units/g powder",NA,NA,NA,"100000 units/g","powder",10699,NA,NA,"Active",2017-03-03 15:44:23,"SCM","nystatin 100,000 units/g topical powder","1408-7325-NYSTATIN 100,000 UNITS/G TOPICAL POWDER",3000264517,1766
2147456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-10-20 00:15:00,"SCM","Mycostatin Topical 100,000 units/g powder","--MYCOSTATIN TOPICAL 100,000 UNITS/G POWDER",3000264517,10
113764,NA,NA,NA,"Medication",NA,NA,NA,NA,NA,NA,"Deleted",2010-07-28 15:49:17,"SCM",".Simvastatin Tablet 10 mg","9000001982073001",3000271892,1722
5391036,"nystatin topical","nystatin topical 100000 units/g ointment",NA,NA,NA,"100000 units/g","ointment",10699,NA,NA,"Active",2017-03-01 16:14:08,"SCM","nystatin 100,000 units/g topical ointment","1408-7324-NYSTATIN 100,000 UNITS/G TOPICAL OINTMENT",15155824,520
113221,NA,NA,NA,"Medication",NA,NA,NA,NA,NA,NA,"Deleted",2010-08-16 13:48:17,"SCM",".Nystatin Oral Suspension","8000004442073001",15600502,1076
123949,"Atorvastatin Calcium","Atorvastatin Calcium Tab 80 MG (Base Equivalent)","Cardiovascular Agents","Antihyperlipidemic","HMG CoA Reductase Inhibitors","80 MG","Tab",8437,0,NA,NA,NA,"EPIC","LIPITOR 80 MG PO TABS","43855",3000515431,7185
5394019,"nystatin topical","nystatin topical 100000 units/g cream",NA,NA,NA,"100000 units/g","cream",10699,NA,NA,"Active",2017-03-03 10:24:33,"SCM","nystatin 100,000 units/g topical cream","1408-7323-NYSTATIN 100,000 UNITS/G TOPICAL CREAM",15150694,858
126155,"Fluvastatin Sodium","Fluvastatin Sodium Tab ER 24 HR 80 MG (Base Equivalent)","Cardiovascular Agents","Antihyperlipidemic","HMG CoA Reductase Inhibitors","80 MG","TABLET SR 24 HR",8437,0,NA,NA,NA,"EPIC","FLUVASTATIN SODIUM ER 80 MG PO TAB SR 24HR","44482",NA,257
123016,NA,NA,NA,"Medication",NA,NA,NA,NA,NA,NA,NA,2017-02-13 06:41:10,"SCM","atorvastatin -","9000007957900730",3000252836,40937
122419,NA,NA,NA,"Medication",NA,NA,NA,NA,NA,NA,NA,2014-03-11 15:14:51,"SCM","nystatin oral liquid -","9000008015100730",15601041,11954
122420,NA,NA,NA,"Medication",NA,NA,NA,NA,NA,NA,NA,2011-05-16 14:36:16,"SCM","nystatin topical -","9000008015400730",15262326,11352
122421,NA,NA,NA,"Medication",NA,NA,NA,NA,NA,NA,NA,2014-02-21 21:45:14,"SCM","nystatin-triamcinolone topical -","9000008015700730",15261799,323
122503,NA,NA,NA,"Medication",NA,NA,NA,NA,NA,NA,NA,2016-10-27 15:21:56,"SCM","simvastatin -","9000008040300730",3000252824,38931
123374,NA,NA,NA,"Medication",NA,NA,NA,NA,NA,NA,NA,2013-05-07 09:42:19,"SCM","nystatin topical cream (neo*) -","9000008065300730",15598766,251
121539,NA,NA,NA,"Medication",NA,NA,NA,NA,NA,NA,NA,2016-10-27 15:16:28,"SCM","rosuvastatin -","9000008037500730",3000543662,14492
124205,"Atorvastatin Calcium","Atorvastatin Calcium Tab 80 MG (Base Equivalent)","Cardiovascular Agents","Antihyperlipidemic","HMG CoA Reductase Inhibitors","80 MG","Tab",8437,0,NA,NA,NA,"EPIC","ATORVASTATIN CALCIUM 80 MG PO TABS","43850",3000515431,32474
123207,NA,NA,NA,"Medication",NA,NA,NA,NA,NA,NA,NA,2015-06-02 12:51:40,"SCM","nystatin oral liquid (neo*) -","9000008015200730",15601041,215
123208,NA,NA,NA,"Medication",NA,NA,NA,NA,NA,NA,"Deleted",2014-02-21 21:45:14,"SCM",".nystatin vaginal tablet -","9000008015500730",15155823,45
123251,NA,NA,NA,"Medication",NA,NA,NA,NA,NA,NA,NA,2016-10-28 10:08:50,"SCM","pravastatin -","9000008028400730",3000252827,10163
5357048,"Niacin-Lovastatin",NA,"Cardiovascular Agents","Antihyperlipidemic","HMG CoA Reductase Inhibitors",NA,NA,8437,NA,NA,NA,NA,"EPIC","ADVICOR PO","111749",16431289,20
121724,NA,NA,NA,"Medication",NA,NA,NA,NA,NA,NA,NA,2016-10-28 09:25:31,"SCM","nystatin oral tablet -","9000008093000730",15454778,108
122649,NA,NA,NA,"Medication",NA,NA,NA,NA,NA,NA,NA,2013-05-07 09:42:35,"SCM","nystatin topical ointment (neo*) -","9000008084100730",15597110,410
5275026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-10-13 00:15:00,"SCM","simvasta","--SIMVASTA",3000252824,2
121361,NA,NA,NA,"Medication",NA,NA,NA,NA,NA,NA,NA,2014-02-21 21:45:14,"SCM","imipenem-cilastatin IVPB (neo*) -","9000007984100730",15585818,4
121453,NA,NA,NA,"Medication",NA,NA,NA,NA,NA,NA,NA,2014-03-11 15:18:09,"SCM","niacin ER -","9000008011700730",3000251365,1013
121465,NA,NA,NA,"Medication",NA,NA,NA,NA,NA,NA,"Deleted",2011-07-01 11:55:02,"SCM",".nystatin oral lozenge -","9000008015300730",15604185,2
121466,NA,NA,NA,"Medication",NA,NA,NA,NA,NA,NA,NA,2011-05-16 14:38:57,"SCM","nystatin/zinc/hydrocortisone topical -","9000008015600730",16432777,1187
128397,"Niacin-Lovastatin","Niacin-Lovastatin Tab ER 24HR 500-20 MG","Cardiovascular Agents","Antihyperlipidemic","HMG CoA Reductase Inhibitors","500-20 MG","TABLET SR 24 HR",8437,0,NA,"Deleted",NA,"EPIC","ADVICOR 500-20 MG PO TAB SR 24HR","47576",3000531921,446
128398,"Niacin-Lovastatin","Niacin-Lovastatin Tab ER 24HR 500-20 MG","Cardiovascular Agents","Antihyperlipidemic","HMG CoA Reductase Inhibitors","500-20 MG","TABLET SR 24 HR",8437,0,NA,"Deleted",NA,"EPIC","NIACIN-LOVASTATIN ER 500-20 MG PO TAB SR 24HR","47579",15583358,40
128453,"Pravastatin Sodium","Pravastatin Sodium Tab 80 MG","Cardiovascular Agents","Antihyperlipidemic","HMG CoA Reductase Inhibitors","80 MG","Tab",8437,0,NA,NA,NA,"EPIC","PRAVACHOL 80 MG PO TABS","47747",3000531763,1527
127864,"Lovastatin","Lovastatin Tab ER 24HR 60 MG","Cardiovascular Agents","Antihyperlipidemic","HMG CoA Reductase Inhibitors","60 MG","TABLET SR 24 HR",8437,0,NA,NA,NA,"EPIC","LOVASTATIN ER 60 MG PO TAB SR 24HR","48847",3000537557,259
127867,"Lovastatin","Lovastatin Tab SR 24HR 60 MG","Cardiovascular Agents","Antihyperlipidemic","HMG CoA Reductase Inhibitors","60 MG","TABLET SR 24 HR",8437,0,NA,"Deleted",NA,"EPIC","ALTOCOR 60 MG OR TB24","48856",3000537557,30
129606,"Lovastatin","Lovastatin Tab ER 24HR 40 MG","Cardiovascular Agents","Antihyperlipidemic","HMG CoA Reductase Inhibitors","40 MG","TABLET SR 24 HR",8437,0,NA,NA,NA,"EPIC","LOVASTATIN ER 40 MG PO TAB SR 24HR","48846",3000537558,692
129609,"Lovastatin","Lovastatin Tab SR 24HR 40 MG","Cardiovascular Agents","Antihyperlipidemic","HMG CoA Reductase Inhibitors","40 MG","TABLET SR 24 HR",8437,0,NA,"Deleted",NA,"EPIC","ALTOCOR 40 MG OR TB24","48855",3000537558,33
127442,"Niacin-Lovastatin","Niacin-Lovastatin Tab ER 24HR 1000-20 MG","Cardiovascular Agents","Antihyperlipidemic","HMG CoA Reductase Inhibitors","1000-20 MG","TABLET SR 24 HR",8437,0,NA,"Deleted",NA,"EPIC","ADVICOR 1000-20 MG PO TAB SR 24HR","47578",3000531919,182
127443,"Niacin-Lovastatin","Niacin-Lovastatin Tab ER 24HR 1000-20 MG","Cardiovascular Agents","Antihyperlipidemic","HMG CoA Reductase Inhibitors","1000-20 MG","TABLET SR 24 HR",8437,0,NA,"Deleted",NA,"EPIC","NIACIN-LOVASTATIN ER 1000-20 MG PO TAB SR 24HR","47581",15583357,31
129184,"Niacin-Lovastatin","Niacin-Lovastatin Tab ER 24HR 750-20 MG","Cardiovascular Agents","Antihyperlipidemic","HMG CoA Reductase Inhibitors","750-20 MG","TABLET SR 24 HR",8437,0,NA,"Deleted",NA,"EPIC","ADVICOR 750-20 MG PO TAB SR 24HR","47577",3000531920,32
129185,"Niacin-Lovastatin","Niacin-Lovastatin Tab ER 24HR 750-20 MG","Cardiovascular Agents","Antihyperlipidemic","HMG CoA Reductase Inhibitors","750-20 MG","TABLET SR 24 HR",8437,0,NA,"Deleted",NA,"EPIC","NIACIN-LOVASTATIN ER 750-20 MG PO TAB SR 24HR","47580",15583359,5
